,Raw_V OF Res (pV),df^2 (Hz^2),(Lor-fit numerator) ampS^-1,Field^-2 (T^-2),Drive I^-1 (nA^-1),Calibration (Heat+Pulse shape) (keV/Hz),Constants ((M*G*2pi)/L^2 *1e3),Measured OF Resolution (eV),Time (s),Pressure (bar),Temperature (K),Template Rise Times (1/pi*df) (s),Template Fall Times (fit) (s),df/V approx. conversion
0,157.21108180765805,8.1327022743727,2.166152737506629,96.03457849490312,0.04938477958155821,6.731973081192143,0.6641007817823832,58300.647239854196,1675908446.7912574,0.0,0.0001568156888120143,0.11161760265922763,0.37070213608102076,55485196.620822884
1,153.74144009786457,8.943484760779768,2.166152737506629,96.03457849490312,0.047688735399343596,6.837729867155086,0.6641007817823832,61636.007713645304,1675915924.7192338,0.0,0.0001570944129033596,0.10643800887430692,0.39485566922810533,58929289.53316477
2,159.4207141185504,9.940354513798987,2.166152737506629,96.03457849490312,0.045087117088944674,6.884786760985108,0.6641007817823832,65375.07679609991,1675922895.128795,0.0,0.00015743629991733397,0.10095996482933055,0.41422040287874917,61913786.411838114
3,149.92472810991094,10.880639646467213,2.166152737506629,96.03457849490312,0.043413193604919686,6.858334684360302,0.6641007817823832,67038.34615064476,1675930140.2360616,0.0,0.00015782652020722966,0.09649902240399785,0.42358220038054906,65264454.98623403
4,176.41802850925285,77.54149215028026,2.027425829950418,96.1010698275579,0.0174939687060121,5.856214155590102,0.6641007817823832,179446.70346558728,1675992372.67398,0.0,0.00017521049673999825,0.036147898180420114,0.5002911776580974,175636284.946259
5,159.5133763648932,90.00932411520586,2.027425829950418,96.1010698275579,0.016161522651382168,5.266820792352204,0.6641007817823832,178692.15703733376,1675999493.1666713,0.0,0.00017581660227680902,0.03355107014776216,0.4463589129018973,188288983.9654645
6,183.78737884091765,107.20922059591169,2.027425829950418,96.1010698275579,0.014858174050464251,5.526790099062737,0.6641007817823832,214163.75999050392,1676007137.4803212,0.0,0.0001765285033741289,0.030742137304848084,0.4832866659185361,206253486.17186636
7,150.88551820159367,128.26094492606882,2.027425829950418,96.1010698275579,0.013645042787673456,6.603488562706241,0.6641007817823832,262558.05199159944,1676014120.4319263,0.0,0.00017729676596225843,0.02810625031237271,0.6083594870141613,226697416.1863554
8,174.80927610872754,68.0147658487401,2.027425829950418,96.1010698275579,0.005345241782660647,5.660369417577056,0.6641007817823832,48808.49596548731,1676028935.6927094,0.0,0.00017897364601566292,0.03859655330678928,0.4713458231950088,47088597.87894215
9,124.50994837924813,1.0399901057206529,2.0703346571524013,78.22768974746052,0.03633077921601802,12.297602939561807,0.6641007817823832,4759.634829931877,1676935440.8170638,0.0,0.00014909415484155628,0.3121300080370656,0.4113040478132025,4069372.190795933
10,127.21260042040237,0.8911798389358581,2.0703346571524013,78.22768974746052,0.03783379513132748,13.035215590870514,0.6641007817823832,4669.097785501656,1676942671.3980787,0.0,0.00014841779837530938,0.3371843823458361,0.42132386811422773,3626597.0615179036
11,131.7101607538308,0.8653726542792481,2.0703346571524013,78.22768974746052,0.0385402845119214,12.668526716589485,0.6641007817823832,4675.441537905098,1676949878.2541182,0.0,0.00014808279166449065,0.3421752108994894,0.3762459052292518,3587324.21580206
12,131.13148174113113,0.8626745619288458,2.0703346571524013,78.22768974746052,0.03847354508072835,12.85151479339113,0.6641007817823832,4438.20549571193,1676957145.0500638,0.0,0.00014796732666165946,0.3427098850528245,0.3917915466864612,3571366.910381417
13,145.81712327775952,0.8637312316147198,2.0703346571524013,78.22768974746052,0.03853242035939617,13.196903094645075,0.6641007817823832,5141.6212936587835,1676964387.2373075,0.0,0.00014780988104184673,0.34250018905195384,0.42386736250012746,3579903.454543662
14,145.4041413248959,1.5738122444561218,1.8366598028475405,78.23243447666361,0.04191485881098358,13.271637221858361,0.6641007817823832,9975.622800555862,1677021910.739945,0.0,0.0001500163297756336,0.25373107961836283,0.6445137552317105,6297881.763104982
15,154.75233761477068,1.6421071529766966,1.8366598028475405,78.23243447666361,0.04170197464533524,13.43823644517023,0.6641007817823832,9502.662881723005,1677029158.4383588,0.0,0.0001500884504012073,0.2483987356034125,0.6741315539068553,6535405.886740083
16,139.51971925077973,1.7115258533941007,1.8366598028475405,78.23243447666361,0.04077896613720593,12.71065735846142,0.6641007817823832,10277.397706493412,1677036351.320723,0.0,0.00015016592472071491,0.24330912417888234,0.6164984239519482,6661370.196430629
17,137.3701124989003,1.7997362659193505,1.8366598028475405,78.23243447666361,0.03971553947331728,12.851874373088393,0.6641007817823832,9556.868184900037,1677043579.3909678,0.0,0.0001503192589985472,0.23727156416410655,0.6454503118049979,6822866.126386477
18,138.4580369501569,1.894935237308349,1.8366598028475405,78.23243447666361,0.03855208577756469,12.962796566696918,0.6641007817823832,11031.837229813234,1677050811.7239962,0.0,0.00015043263016740875,0.2312346652910774,0.6716879811156925,6976184.981081293
19,140.71585431129088,1.9652714900302493,1.8366598028475405,78.23243447666361,0.03746228619102229,12.403028791599365,0.6641007817823832,10506.470917927814,1677058027.7892847,0.0,0.0001506199342654751,0.22705906771056267,0.627833146279306,7031785.953766785
20,137.25332675043893,5.080777887564993,2.00626255399374,54.52236763213225,0.02495670637937649,9.506808145775462,0.6641007817823832,11013.401157384867,1678703832.294551,0.0,0.00015831701899786597,0.14121636311977304,0.5671540742757271,9212837.59165825
21,139.72078845374645,5.210819960269655,2.00626255399374,54.52236763213225,0.02495670637937649,9.814593736299637,0.6641007817823832,11994.753279285678,1678711010.4752061,0.0,0.00015834987006560546,0.139443120594079,0.6026868678117843,9446877.665828753
22,148.15443486936934,2.935751855213304,2.116225415214626,64.81037270151187,0.03140129567366156,10.380557547571367,0.6641007817823832,10990.182952540486,1678732091.5920246,0.0,0.00015835896936133726,0.18577636256960764,0.5363056634798807,8314051.199678068
23,132.44928626578263,1.3136532359064579,2.125838086448299,78.31077257814724,0.041808144806507276,11.49356789455655,0.6641007817823832,7946.282623075232,1678756532.6456919,0.0,0.00015851107466404541,0.27772166311385726,0.41713838724395624,6127767.724611684
24,194.11495101756375,1.4674305021168805,2.1407046731599464,78.31077257814724,0.039545051236813025,11.118745056702158,0.6641007817823832,8198.194800732084,1678765397.7030127,0.0,0.0001582296883166938,0.262767322780563,0.41742674537201174,6499844.209643116
25,133.04626580227608,1.6626966558869845,2.1312623779899904,78.31077257814724,0.036949206423177644,11.044010431554486,0.6641007817823832,8655.040732438467,1678789387.5536726,0.0,0.00014834851382949102,0.24685595916029637,0.44845260911923035,6861989.793573977
26,141.998634273777,3.30657125928923,2.0821732034649525,78.068515965415,0.04594827060374711,14.656410235044197,0.6641007817823832,30696.861267157394,1681005348.6744409,2.0,0.00019262532654040987,0.17504962471851807,0.4630855899954053,16423423.19857441
27,133.25669323547137,3.3279031128713927,2.0868024551402415,78.068515965415,0.04578118653829333,15.572590065151841,0.6641007817823832,32848.27768488767,1681014218.0208604,2.0,0.0001926207562440122,0.17448768886288352,0.5213032310556307,16497128.060011415
28,133.65017399223856,3.3775144108237427,2.078615441542328,78.068515965415,0.04561531212111127,15.764016836193745,0.6641007817823832,33478.3211462515,1681022979.1770031,2.0,0.00019267604604997844,0.1732014493828523,0.5365794273056753,16627060.257750846
29,119.25307158646656,0.444352914466769,1.5391795669570099,77.99202852967323,0.18424136092197174,33.20353105265617,0.6641007817823832,20771.573029661842,1686248958.9928687,5.0,0.00022085836385753258,0.47751400200919125,0.22342976210508886,6657199.14123264
30,121.09244651671533,0.4476637955645275,1.4834963595179813,77.99202852967323,0.2009014874557928,33.019832983168214,0.6641007817823832,25438.399851622016,1686271629.2131674,5.0,0.0002208552008331362,0.47574489964066075,0.22036073800144773,7064523.862721889
31,106.23115694882657,0.4445698276391095,1.5014145666025334,77.99202852967323,0.203061707656093,35.68949629003039,0.6641007817823832,23936.270403834067,1686284049.6819606,5.0,0.0002208024532683,0.47739749419854643,0.31763022497094323,7086920.3517156895
32,118.29466545513829,0.45266925258964785,1.4954673153145335,77.99202852967323,0.203061707656093,33.84811812931722,0.6641007817823832,24798.12101787387,1686291527.89902,5.0,0.00022077422928461535,0.4731072782018713,0.257136668444363,7187676.640852021
33,136.8419884195191,0.46282310941230537,1.4895669934332132,77.99202852967323,0.203061707656093,35.31222102143145,0.6641007817823832,24804.962093311093,1686303956.0791328,5.0,0.00022068236972513098,0.4678887568544094,0.3240317240391241,7310576.2176372735
34,124.25532010080197,0.45068442897387184,1.560013932910733,77.99202852967323,0.2009014874557928,33.35596010378394,0.6641007817823832,24968.051324954355,1686316356.026478,5.0,0.00022070364038360613,0.4741479208630825,0.23635596407700543,7366531.818052064
35,115.83311959215642,0.4678724931464239,1.5437949050692992,77.99202852967323,0.1977459603993724,33.50468204696536,0.6641007817823832,25599.691499101966,1686323863.1543663,5.0,0.00022073103146823497,0.46535712822301306,0.2608607280124876,7449504.102687691
36,122.24044976962355,0.4860551372552832,1.5279096563971524,77.99202852967323,0.1946880271554225,32.6422212979497,0.6641007817823832,26809.151802103566,1686336681.6260467,5.0,0.00022095545272383352,0.45656998603124505,0.24727018360000538,7541985.551298869
37,105.49293804591304,0.5138867231082704,1.5063926220203192,77.99202852967323,0.1927014264922892,35.66353022861189,0.6641007817823832,26358.15359212421,1686349101.1353393,5.0,0.00022099972417603418,0.4440342075824512,0.39035136178067353,7777549.240748808
38,111.01597170946243,0.5125295627154287,1.5486016810099332,77.99202852967323,0.18979637691291082,35.004429206656,0.6641007817823832,26858.4688792364,1686356551.0984237,5.0,0.00022105494106024786,0.44462171245807236,0.3635037290771354,7855757.804379571
